,tweet,sentiment
6535,quotmention launch major social network called circles possibly today sxswquot,1
6536,go available 5 platforms android windows phone 7 blackberry download,1
6537,whos going popup shop congress avenue friday,1
6538,nice yes gowalla wins best andoid app team android choice awards thanks,2
6539,n2 first meetings codes valid 120035959p 031111 infektd necro,1
6540,80s hair amp makeup station partylikeits1986,1
6541,sure could fix broken bad dosent magic hands heal dead technology,1
6542,last session today left brain search right brain search x bettersearch,1
6543,hmmm thinking borrowing work taking notes works well enough dont lug mbp,1
6544,able attend buy today consider saving earthquake relief guilttrip,1
6545,note self never try convince person useful twitter day featuring amp product release,1
6546,hotspot data speed could keep also thanks releasing ios 43 time,2
6547,rumor putting popup congress6th strange activity sw corner could shhh,1
6548,quantter launching app soon participating launchrock comp,1
6549,hey ers last day get lp austin app free travel,1
6550,offered promo ninjafinder users fans sucks,2
6551,¼ _ ã_ edchat musedchat sxswi classical newtwitter,1
6552,looking forward seeing 2 site alphagraphics bought 1 laser prints 1986 scarborough building,2
6553,enter contest maybe win 2,2
6554,popup crew giving water people line street clothes logos anywhere yet,1
6555,mashable platform concertgoers launches android app time,1
6556,bjdproductions even begins wins tech,2
6557,oooh launch major social network called circles possibly today,1
6558,hey lucky ducks headed want win client giving one away details sxswi,2
6559,gave great 15 minute preso designing android mccannsxsw,2
6560,either go wait line buy tricked moms birthday guess isnt austin ª,2
6561,gadgetaddicted fanboy manage come home without 2 suspense intense intense suspense,2
6562,makes feel like kid drunk kid,1
6563,paywall panel daniel bernard wsj app game purchases frictionless like quotthe freequot,1
6564,check poked liked amp retweeted love story sxsw15 sxswic,1
6565,nice opening popup launch downtown austin via,1
6566,early nerdbird get app share photos airport people like people walmart airports,2
6567,seems like design talks focus ipadmobile need take advice go talks outside domain,1
6568,googles art project would great virtual field trip kids museums around world edtech,2
6569,short line pop austin 5060 people ipad2,2
6570,pressure ahem excuse buy mounts 2 musthave gadget via,2
6571,art advertising statistics says admob guy asked question sxflip sxswi,1
6572,industry party gsdm grand affair,2
6573,stolen got back,1
6574,line 100 outside pop sixth amp congress,1
6575,sets temporary austin serve hordes 2 purchasers,1
6576,pop austin live,1
6577,marissa mayer connect digital amp physical worlds mobile cm48,2
6578,2 takes video,2
6579,going need bigger battery,1
6580,announced today longer wine library tv app daily grape,1
6581,circles ever arrive circles social search,1
6582,want case sxswbuffalo,2
6583,cant see picture 1030 line popup austin opens 5 pm,1
6584,heard android leading market share smart phones us getjarsxsw,2
6585,everyone map favorite places austin mentione,1
6586,rumor popup existsand theyre still selling ipads,1
6587,rww circles ______,3
6588,dear friends would anyone lend wedmon mar 914 let drop data back would thank fb,1
6589,days still thinking skipping lightnessofbeing,1
6590,internet age googles favorite thing swissmade watch bought 12 years ago,1
6591,socialnews facebook breathe sigh relief kills plans 4 circles,1
6592,launch major social network called circles possibly today via,1
6593,rumor opening temporary dt austin amp 2 launch,1
6594,day 3 party hangover time confused stumbling quotipad interfaces amp navigation structuresquot bliss fb,1
6595,mobile app circulars via android blackberry ios even austin amp,1
6596,true rumor opening temporary downtown austin 4 amp 2 launch,1
6597,going social,1
6598,woohoo ûïmention standing line 6th time ipad2 popupstoreû,2
6599,could find hes probably fiting,1
6600,quotwhere search stop discovery stop revolutionquot discoverytalk,1
6601,staring calendar prepping giving headache must set interactivefilm schedule soon,1
6602,josh clark hate ipads back button heat million suns tapworthy,0
6603,found back door ip2 ftw,1
6604,yes rumors true come play booth exhibit hall 3 ipad2 giant quotoquot,2
6605,killing quotyou canadian tuxedo lose hoursquot,1
6606,questioner said quotthanks im big fanquot googles caused giggle audience laugh,2
6607,swing trade show booth tomorrow meet person right across,1
6608,launch major social network called circles possibly today circles,1
6609,1443 schwag giveaway screen cleaner 2g flash drive tv ipod shuffle raffle eod f 318,1
6610,cool latest version maps mobile 3d buildings sure theyve mapped aus detail yet,2
6611,already first circle search result cc,2
6612,panel got head saying quotlink loud newsapps,2
6613,line source code even longer 2 take,3
6614,austin 2 line 175 blocks long line enjoying spectacle,1
6615,apps speech therapy communication showcased conference cc sxswi,1
6616,plane leaving never seen many devices one plane,2
6617,opened popup release 2 quite scene geek power,2
6618,wife tried call att 2 att say number working taking att networks nationwide,1
6619,anybody tell white 16gb verizon stock saturday,1
6620,stood line 30 minutes buy 2 ipads popup austin fuckyeah,2
6621,im sporting 3 iosiphone get amp install time ever 4sq,2
6622,set shop downtown,1
6623,impact available quotthe next monthsquot sign bavcorgimpact swesxsw yam bavcid,1
6624,worship,1
6625,launch major social network called circles possibly today sxswû,1
6626,nice getting ready 2 vs android panel come check 230,1
6627,toptweets rumor opening temporary downtown austin 2 launch,1
6628,maps navigation street view 3d buildings awesome marissagoogle,2
6629,launch major social network called circles,1
6630,first talk day design headaches,0
6631,reports introducing social media platform premature hopefully overly optimistic,3
6632,app resourceful way get connected hashable droid,2
6633,even cabbies tech savvy thats streaming twitter,2
6634,ladies bot twitter creator persistent guy chased last night hopeyoudidntgivehimnone,1
6635,thats awesome rumor opening temporary downtown austin,2
6636,folks lonely planet guide austin free week,1
6637,friendly reminder attendees talk text film slap mouth amp steal,1
6638,question day quotgoogle circlesquot newest social network horizon,1
6639,town sure check us using places foursquare kick ass deals foursquare googleplaces,2
6640,big idea leaves nothing left discover sxswi,1
6641,wanting line unconfirmed popup 2,2
6642,wow right thing japan must read,2
6643,dude youre outkast concert youre tweeting old school players school fools,1
6644,qampa googles amp bings ranking session mon 1230pm,1
6645,release socialmedia tool,1
6646,awesome traded last year 1,2
6647,looking launch social,1
6648,fantasy bracket challenge amp 2 giveaway via constantcontact marchmadness selectionsunday,1
6649,flying wants free miles dm meill shoot code currently,1
6650,willing admit im tiny bit jealous sxswbound temperatures high 20s pop 2 whats love,2
6651,hipster hobo way tell,2
6652,oh sure dont arrive till tomorrow ûïmention set launch social network circles today sxswû,1
6653,starts today ipad2 comes tomorrow wonder ipad2s austin stores sale,1
6654,unveiled data visualization tool open source based gapminder bavcid pic,1
6655,catch talk texttospeech android amp chrome league extraordinary hackers,1
6656,first stop amp hunt austin java get spy game chance win,2
6657,bet googlebuzzlike fail people dont care privacy else theyd quitted fbtw already circles __,3
6658,ha rumor opening temporary downtown austin amp 2 launch,1
6659,several years late think trend social apps circles conversation,0
6660,fan trend audience sharing opinions via holding listen annoying,0
6661,amp fun pic,1
6662,cannot winning without getting ask itwillbemine,2
6663,ûïmention lets block sites cant stand blocking looks like need,2
6664,rocking penamppaper doodle talk,1
6665,anyone know twitter app search hashtags follow dont always want,1
6666,marissa mayers preso good big ad fine good expected attendees thoughts,1
6667,go emarketer amp pdf snooping marketing stats elevate,1
6668,great job siva brief account talk quotbe evilquot beevil ucpress,1
6669,cool open temporary,2
6670,97 farmers mobile phone 43 smartphone marketshare bb 33 18 android 10 mobilefarm,1
6671,come see bitbop austin gdgtaustin purevolume house 504 trinity monday march 14th,1
6672,brown paper windows line grows popup golds gym sixth amp congress,1
6673,quotapple elegant fascist corporation america todayquot kara swisher flipboard,0
6674,anyone know popup 6th amp congress sold 3g ipads yet sxswi,1
